x,y,floor,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8
14,12,2,-74.4,-67.3,-68.7,-71.1,-42.2,-60.2,-52.8,-60.4
14,12,2,-74.3,-72.1,-65.5,-77.1,-43.2,-53.9,-50.5,-56.4
14,12,2,-76.2,-72.6,-67.4,-71.4,-40.6,-58.4,-52.9,-58.3
14,12,2,-75.4,-67.9,-72.0,-73.3,-41.9,-62.5,-50.6,-58.9
14,12,2,-75.0,-76.2,-64.9,-67.9,-44.6,-58.8,-47.6,-60.5
16,12,2,-72.8,-76.9,-64.4,-76.0,-35.1,-61.9,,-55.0
16,12,2,-74.4,-70.0,-64.1,-74.6,-42.1,-62.3,-53.0,-53.1
16,12,2,-74.1,-74.2,-62.5,,-36.7,-57.7,-49.2,
16,12,2,-74.9,-76.3,-67.7,-73.0,-38.2,-60.5,-50.2,-56.7
16,12,2,-72.8,-70.3,-65.9,-74.4,-32.4,-56.7,-49.8,-53.6
16,12,2,-76.8,-68.0,,-69.5,-38.4,-59.8,-50.4,-56.0
16,12,2,-75.9,-71.8,,-76.3,-36.0,-59.0,-52.1,-56.6
16,12,2,-77.3,-71.9,-68.6,-73.8,-35.7,,-53.9,-55.9
16,12,2,-76.7,-75.0,-64.4,-75.1,-36.4,-59.9,-49.2,-60.4
16,12,2,-80.9,-74.7,-61.4,-71.9,-34.0,-59.8,-48.1,-52.2
16,12,2,-74.8,-68.0,-64.3,-73.7,-32.7,-61.4,-52.7,-54.9
16,12,2,-74.3,-72.9,-64.4,-73.0,-33.3,-61.3,-51.7,-57.3
18,12,2,-75.8,-74.9,-68.2,-73.3,-37.2,-64.5,-49.7,-58.4
18,12,2,-81.9,-73.9,-69.4,-77.5,-35.0,-61.6,-52.7,-56.5
18,12,2,-80.6,-73.3,-70.2,-72.2,-32.4,-63.7,-54.2,-55.8
18,12,2,-76.6,-73.6,-67.0,-76.4,-38.7,-59.7,-53.8,-54.1
18,12,2,,-75.5,-62.9,-71.9,-36.1,-59.6,-54.2,-56.6
18,12,2,-74.0,-74.8,-63.7,-72.7,-37.2,-61.6,-54.5,-56.7
18,12,2,-77.3,-71.2,-66.9,-74.2,,-60.3,-54.4,-59.5
18,12,2,-79.8,-75.5,-63.4,-70.8,-38.6,-61.0,-56.6,-55.5
18,12,2,-74.2,-75.3,-64.5,-69.9,-34.2,,-55.3,-57.5
18,12,2,-74.2,-72.3,-68.7,-74.5,-33.2,-62.0,-53.0,-58.0
18,12,2,-77.1,-77.4,-63.4,-74.1,-37.8,-58.2,-51.5,-59.0
18,12,2,-78.2,-71.4,-64.2,-70.0,-34.4,-62.1,-56.1,-55.8
